"ID"	"ORF"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"10655_at"	10655	-0.123460998900001	5.96753451865	-1.00746125640924	0.324927427901459	0.707188258495556	-5.98888048791267
"100130691_at"	100130691	-0.0420540262999998	6.67468388965	-1.00729509673516	0.325005424061281	0.707274980240884	-5.98904385528811
"4345_at"	4345	0.105317689599999	4.7079559535	1.00718197515197	0.325058531347801	0.707307524959728	-5.98915506187913
"123169_at"	123169	-0.103431241200001	8.970937011	-1.00685866640907	0.325210348720381	0.707390333863177	-5.98947283494704
"377047_at"	377047	0.0501705972999975	4.92974520195	1.00682292140236	0.325227136678002	0.707390333863177	-5.98950796224411
"285440_at"	285440	0.0819027777999963	6.4660247464	1.00681343218074	0.325231593476042	0.707390333863177	-5.98951728729228
"7096_at"	7096	0.0884786676999996	4.11748099495	1.00677591305185	0.32524921548356	0.707390333863177	-5.9895541565197
"123099_at"	123099	0.0935976153000002	7.42906221385	1.00666725184885	0.325300255297502	0.707418349907378	-5.98966092847051
"120103_at"	120103	-0.0652915382000012	6.9922708309	-1.00654794108753	0.325356303797529	0.70745725030523	-5.98977815276949
"6122_at"	6122	-0.0359618160000039	14.368009243	-1.00624273327474	0.325499711590727	0.7076384116656	-5.99007796581639
"56918_at"	56918	0.0460441804999991	3.43678708225	1.00619819524264	0.325520642327324	0.7076384116656	-5.99012170970524
"59_at"	59	-0.142495700700001	8.38733637335	-1.00612694208559	0.325554129839576	0.7076384116656	-5.99019168871458
"10991_at"	10991	0.0589171886999997	6.84428214175	1.00599408925101	0.325616574335848	0.707660297623314	-5.99032215386193
"23324_at"	23324	0.0525103588000011	7.6920802143	1.00590516345012	0.325658376575299	0.707660297623314	-5.99040947271177
"25924_at"	25924	0.0355218549999998	3.8289830691	1.00582369116279	0.325696678347863	0.707660297623314	-5.99048946658642
"150737_at"	150737	-0.0776311408000003	4.2815953069	-1.00568125946574	0.325763645910087	0.707660297623314	-5.99062929955679
"3765_at"	3765	0.0483159094999994	5.67327167435	1.00565813130903	0.325774521053685	0.707660297623314	-5.99065200403362
"51006_at"	51006	-0.0504575146999997	8.62017930645	-1.00561835009225	0.325793227262257	0.707660297623314	-5.99069105539752
